Text,Problem,Question,Numbers,Equation,Answer,Constants
"Kaleb bought 14.0 boxes of chocolate candy and gave 5.0 to his little brother . If each box has 6.0 pieces inside it , how many pieces did Kaleb still have ?","Kaleb bought [NUM] boxes of chocolate candy and gave [NUM] to his little brother . If each box has [NUM] pieces inside it , how many pieces did Kaleb still have ?",how many pieces did Kaleb still have ?,14.0 5.0 6.0,n2 * ( n0 - n1 ),54,
"The school cafeteria ordered 6.0 red apples and 15.0 green apples for students lunches . But , if only 5.0 students wanted fruit , how many extra did the cafeteria end up with ?","The school cafeteria ordered [NUM] red apples and [NUM] green apples for students lunches . But , if only [NUM] students wanted fruit , how many extra did the cafeteria end up with ?",how many extra did the cafeteria end up with ?,6.0 15.0 5.0,( n0 + n1 ) - n2,16,
"Kristi jogged for 0.6 of an hour , swam for 0.5 of an hour , and rode her bicycle for 0.75 of an hour . How long did she exercise ?","Kristi jogged for [NUM] of an hour , swam for [NUM] of an hour , and rode her bicycle for [NUM] of an hour . How long did she exercise ?",How long did she exercise ?,0.6 0.5 0.75,( n0 + n1 ) + n2,1.85,
"A vase can hold 5.0 flowers . If you had 6.0 carnations and 19.0 roses , how many vases would you need to hold the flowers ?","A vase can hold [NUM] flowers . If you had [NUM] carnations and [NUM] roses , how many vases would you need to hold the flowers ?",how many vases would you need to hold the flowers ?,5.0 6.0 19.0,( n1 + n2 ) / n0,5,
Stephanie went to the store 8.0 times last month . She buys 2.0 oranges each time she goes to the store . How many oranges did Stephanie buy last month ?,Stephanie went to the store [NUM] times last month . She buys [NUM] oranges each time she goes to the store . How many oranges did Stephanie buy last month ?,How many oranges did Stephanie buy last month ?,8.0 2.0,n0 * n1,16,
"Sara grew 4.0 onions , Sally grew 5.0 onions , and Fred grew 9.0 onions . How many onions did they grow in all ?","Sara grew [NUM] onions , Sally grew [NUM] onions , and Fred grew [NUM] onions . How many onions did they grow in all ?",How many onions did they grow in all ?,4.0 5.0 9.0,( n0 + n1 ) + n2,18,
Darius drove 679.0 miles to visit his grandmother . Julia drove 998.0 miles to visit her grandmother . What is the total number of miles Darius and Julia drove ?,Darius drove [NUM] miles to visit his grandmother . Julia drove [NUM] miles to visit her grandmother . What is the total number of miles Darius and Julia drove ?,What is the total number of miles Darius and Julia drove ?,679.0 998.0,n0 + n1,1677,
"Bianca 's team won their dodgeball game and scored 75.0 points total . If Bianca scored 45.0 of the points and everyone else scored 6.0 points each , how many players were on her team ?","Bianca 's team won their dodgeball game and scored [NUM] points total . If Bianca scored [NUM] of the points and everyone else scored [NUM] points each , how many players were on her team ?",how many players were on her team ?,75.0 45.0 6.0,( n0 - n1 ) / n2,5,
Kate has 223.0 pennies . John has 388.0 pennies . How many more pennies does John have ?,Kate has [NUM] pennies . John has [NUM] pennies . How many more pennies does John have ?,How many more pennies does John have ?,223.0 388.0,n1 - n0,165,
Mary found 18.0 seashells and Jessica found 41.0 seashells on the beach . How many seashells did they find together ?,Mary found [NUM] seashells and Jessica found [NUM] seashells on the beach . How many seashells did they find together ?,How many seashells did they find together ?,18.0 41.0,n0 + n1,59,
A restaurant served 5.0 cakes during lunch and 6.0 during dinner today . The restaurant served 3.0 cakes yesterday . How many cakes were served in total ?,A restaurant served [NUM] cakes during lunch and [NUM] during dinner today . The restaurant served [NUM] cakes yesterday . How many cakes were served in total ?,How many cakes were served in total ?,5.0 6.0 3.0,( n0 + n1 ) + n2,14,
"Diane is a beekeeper . Last year , she harvested 2479.0 pounds of honey . This year , she bought some new hives and increased her honey harvest by 6085.0 pounds . How many pounds of honey did Diane harvest this year ?","Diane is a beekeeper . Last year , she harvested [NUM] pounds of honey . This year , she bought some new hives and increased her honey harvest by [NUM] pounds . How many pounds of honey did Diane harvest this year ?",How many pounds of honey did Diane harvest this year ?,2479.0 6085.0,n0 + n1,8564,
There are 9.0 oak trees currently in the park . Park workers had to cut down 2.0 oak trees that were damaged . How many oak trees will the park have when the workers are finished ?,There are [NUM] oak trees currently in the park . Park workers had to cut down [NUM] oak trees that were damaged . How many oak trees will the park have when the workers are finished ?,How many oak trees will the park have when the workers are finished ?,9.0 2.0,n0 - n1,7,
Benny picked 2.0 apples and Dan picked 9.0 apples from the apple tree . How many apples were picked in total ?,Benny picked [NUM] apples and Dan picked [NUM] apples from the apple tree . How many apples were picked in total ?,How many apples were picked in total ?,2.0 9.0,n0 + n1,11,
"Henry earned 5.0 dollars for each lawn he mowed . If he had 12.0 lawns to mow , but forgot to mow 7.0 of them , how much money did he actually earn ?","Henry earned [NUM] dollars for each lawn he mowed . If he had [NUM] lawns to mow , but forgot to mow [NUM] of them , how much money did he actually earn ?",how much money did he actually earn ?,5.0 12.0 7.0,n0 * ( n1 - n2 ),25,
"At the arcade , Jerry won 29.0 tickets playing ' whack a mole ' and 17.0 tickets playing ' skee ball ' . If he spent 12.0 of his tickets on a hat , how many tickets does Jerry have left ?","At the arcade , Jerry won [NUM] tickets playing ' whack a mole ' and [NUM] tickets playing ' skee ball ' . If he spent [NUM] of his tickets on a hat , how many tickets does Jerry have left ?",how many tickets does Jerry have left ?,29.0 17.0 12.0,( n0 + n1 ) - n2,34,
"Mary , Sam , Keith , and Alyssa each have 6.0 baseball cards . How many baseball cards do they have in all ?","Mary , Sam , Keith , and Alyssa each have [NUM] baseball cards . How many baseball cards do they have in all ?",How many baseball cards do they have in all ?,6.0,x4 * n0,24,4
"Bobby ate 26.0 pieces of candy . Then , he ate 17.0 more . How many pieces of candy did Bobby eat ?","Bobby ate [NUM] pieces of candy . Then , he ate [NUM] more . How many pieces of candy did Bobby eat ?",How many pieces of candy did Bobby eat ?,26.0 17.0,n0 + n1,43,
"The school cafeteria had 14.0 apples . If they used 13.0 to make lunch for the students and then bought 49.0 more , how many apples would they have ?","The school cafeteria had [NUM] apples . If they used [NUM] to make lunch for the students and then bought [NUM] more , how many apples would they have ?",how many apples would they have ?,14.0 13.0 49.0,( n0 + n2 ) - n1,50,
Marie starts with 95.0 erasers . She loses 42.0 . How many erasers does Marie end with ?,Marie starts with [NUM] erasers . She loses [NUM] . How many erasers does Marie end with ?,How many erasers does Marie end with ?,95.0 42.0,n0 - n1,53,
"While playing at the arcade , Frank won 33.0 tickets playing ' whack a mole ' and 9.0 tickets playing ' skee ball ' . If he was trying to buy candy that cost 6.0 tickets a piece , how many could he buy ?","While playing at the arcade , Frank won [NUM] tickets playing ' whack a mole ' and [NUM] tickets playing ' skee ball ' . If he was trying to buy candy that cost [NUM] tickets a piece , how many could he buy ?",how many could he buy ?,33.0 9.0 6.0,( n0 + n1 ) / n2,7,
"I need to figure out how to get the amount from a phone bill sent to Boston on June 16.0 . The Rate for First Minute is 0.4698 , the Rate for Additional Minutes is 0.374 , and the Total Minutes are 17.0 . How much is the bill ?","I need to figure out how to get the amount from a phone bill sent to Boston on June [NUM] . The Rate for First Minute is [NUM] , the Rate for Additional Minutes is [NUM] , and the Total Minutes are [NUM] . How much is the bill ?",How much is the bill ?,16.0 0.4698 0.374 17.0,n1 + ( n2 * ( n3 - x1 ) ),6.4538,1
29.0 birds were sitting in a tree . Some more fly up to the tree . Then there were 42.0 birds in the tree . How many more flew up to the tree ?,[NUM] birds were sitting in a tree . Some more fly up to the tree . Then there were [NUM] birds in the tree . How many more flew up to the tree ?,How many more flew up to the tree ?,29.0 42.0,n1 - n0,13,
There were a total of 7.0 baseball games a month . The season is played for 2.0 months . How many baseball games are in a season ?,There were a total of [NUM] baseball games a month . The season is played for [NUM] months . How many baseball games are in a season ?,How many baseball games are in a season ?,7.0 2.0,n0 * n1,14,
"The next act involved several jugglers . If each juggler is juggling 6.0 balls at a time , how many balls are needed if there are 378.0 jugglers putting a show at the same time ?","The next act involved several jugglers . If each juggler is juggling [NUM] balls at a time , how many balls are needed if there are [NUM] jugglers putting a show at the same time ?",how many balls are needed if there are [NUM] jugglers putting a show at the same time ?,6.0 378.0,n0 * n1,2268,
"Mrs. Hilt baked pies last weekend for a holiday dinner . She baked 16.0 pecan pies and 14.0 apples pies . If she wants to arrange all of the pies in rows of 5.0 pies each , how many rows will she have ?","Mrs. Hilt baked pies last weekend for a holiday dinner . She baked [NUM] pecan pies and [NUM] apples pies . If she wants to arrange all of the pies in rows of [NUM] pies each , how many rows will she have ?",how many rows will she have ?,16.0 14.0 5.0,( n0 + n1 ) / n2,6,
"Your class had a pizza party . 0.375 of a pizza was left over , and 0.5 of another pizza was left over . You put them both into one box . How much pizza do you have altogether ?","Your class had a pizza party . [NUM] of a pizza was left over , and [NUM] of another pizza was left over . You put them both into one box . How much pizza do you have altogether ?",How much pizza do you have altogether ?,0.375 0.5,n0 + n1,0.875,
Emily collected eggs from the hen and put them into 303.0 baskets . She put 28.0 eggs into each basket . How many eggs did Emily collect ?,Emily collected eggs from the hen and put them into [NUM] baskets . She put [NUM] eggs into each basket . How many eggs did Emily collect ?,How many eggs did Emily collect ?,303.0 28.0,n0 * n1,8484,
Sandy grew 8.0 carrots and 7.0 turnips . Mary grew 6.0 carrots . How many carrots did they grow in all ?,Sandy grew [NUM] carrots and [NUM] turnips . Mary grew [NUM] carrots . How many carrots did they grow in all ?,How many carrots did they grow in all ?,8.0 7.0 6.0,n0 + n2,14,
Emily sprinted to Timothy 's house . It is 10.0 miles from Emily 's house to Timothy 's house . It took Emily 2.0 hours to get there . How fast did Emily go ?,Emily sprinted to Timothy 's house . It is [NUM] miles from Emily 's house to Timothy 's house . It took Emily [NUM] hours to get there . How fast did Emily go ?,How fast did Emily go ?,10.0 2.0,n0 / n1,5,
"Tiffany baked 8.0 brownies , but needed 17.0 total for her party . If she used 8.0 cups of flour on each one , how much cups of flour does she still need ?","Tiffany baked [NUM] brownies , but needed [NUM] total for her party . If she used [NUM] cups of flour on each one , how much cups of flour does she still need ?",how much cups of flour does she still need ?,8.0 17.0 8.0,n2 * ( n1 - n0 ),72,
Lana 's favorite band was holding a concert where tickets were 6.0 dollars each . Lana bought 8.0 tickets for herself and her friends and 2.0 extra tickets in case anyone else wanted to go . How much did she spend ?,Lana 's favorite band was holding a concert where tickets were [NUM] dollars each . Lana bought [NUM] tickets for herself and her friends and [NUM] extra tickets in case anyone else wanted to go . How much did she spend ?,How much did she spend ?,6.0 8.0 2.0,n0 * ( n1 + n2 ),60,
