Text,Problem,Question,Numbers,Equation,Answer
"Kaleb was collecting cans for recycling . On Saturday he filled 4.0 bags up and on Sunday he filled 6.0 more bags . If each bag had 4.0 cans in it , how many cans did he pick up total ?","Kaleb was collecting cans for recycling . On Saturday he filled [NUM] bags up and on Sunday he filled [NUM] more bags . If each bag had [NUM] cans in it , how many cans did he pick up total ?",how many cans did he pick up total ?,4.0 6.0 4.0,n2 * ( n0 + n1 ),40
"The tallest player on the basketball team is 77.75 inches tall . This is 9.5 inches taller than the shortest player . How tall is the shortest player , in inches ?","The tallest player on the basketball team is [NUM] inches tall . This is [NUM] inches taller than the shortest player . How tall is the shortest player , in inches ?","How tall is the shortest player , in inches ?",77.75 9.5,n0 - n1,68.25
A restaurant served 5.0 cakes during lunch and 6.0 during dinner today . The restaurant served 3.0 cakes yesterday . How many cakes were served in total ?,A restaurant served [NUM] cakes during lunch and [NUM] during dinner today . The restaurant served [NUM] cakes yesterday . How many cakes were served in total ?,How many cakes were served in total ?,5.0 6.0 3.0,( n0 + n1 ) + n2,14
Nicole found an orange caterpillar and a green caterpillar in her backyard . The green caterpillar was 3.0 inches long and the orange caterpillar was 1.1666666666666667 inches long . How much longer was the green caterpillar than the orange caterpillar ?,Nicole found an orange caterpillar and a green caterpillar in her backyard . The green caterpillar was [NUM] inches long and the orange caterpillar was [NUM] inches long . How much longer was the green caterpillar than the orange caterpillar ?,How much longer was the green caterpillar than the orange caterpillar ?,3.0 1.1666666666666667,n0 - n1,1.8333333333333333
Sam had 9.0 dimes in his bank . His dad gave him 7.0 more dimes . How many dimes does Sam have now ?,Sam had [NUM] dimes in his bank . His dad gave him [NUM] more dimes . How many dimes does Sam have now ?,How many dimes does Sam have now ?,9.0 7.0,n0 + n1,16
"Carol and her mom were picking carrots from their garden . Carol picked 29.0 and her mother picked 16.0 . If only 38.0 of the carrots were good , how many bad carrots did they have ?","Carol and her mom were picking carrots from their garden . Carol picked [NUM] and her mother picked [NUM] . If only [NUM] of the carrots were good , how many bad carrots did they have ?",how many bad carrots did they have ?,29.0 16.0 38.0,( n0 + n1 ) - n2,7
Mrs. Hilt and her sister drove to a concert 78.0 miles away . They drove 32.0 miles and then stopped for gas . Her sister put 28.0 gallons of gas in the car . How many miles did they have left to drive ?,Mrs. Hilt and her sister drove to a concert [NUM] miles away . They drove [NUM] miles and then stopped for gas . Her sister put [NUM] gallons of gas in the car . How many miles did they have left to drive ?,How many miles did they have left to drive ?,78.0 32.0 28.0,n0 - n1,46
"John made 6.0 dollars mowing lawns and 18.0 dollars weed eating . If he only spent 3.0 dollar a week , how long would the money last him ?","John made [NUM] dollars mowing lawns and [NUM] dollars weed eating . If he only spent [NUM] dollar a week , how long would the money last him ?",how long would the money last him ?,6.0 18.0 3.0,( n0 + n1 ) / n2,8
"A study reported that in a random sampling of 100.0 women over the age of 35.0 , 8.0 of the women were married 2.0 or more times . Based on the study results , how many woman in a group of 5000.0 women over the age of 35.0 would likely be married 2.0 or more times ?","A study reported that in a random sampling of [NUM] women over the age of [NUM] , [NUM] of the women were married [NUM] or more times . Based on the study results , how many woman in a group of [NUM] women over the age of [NUM] would likely be married [NUM] or more times ?",how many woman in a group of [NUM] women over the age of [NUM] would likely be married [NUM] or more times ?,100.0 35.0 8.0 2.0 5000.0 35.0 2.0,( n2 / n0 ) * n4,400
Elizabeth went to the salon and had 0.375 inch of hair cut off . The next day she went back and asked for another 0.5 inch to be cut off . How much hair did she have cut off in all ?,Elizabeth went to the salon and had [NUM] inch of hair cut off . The next day she went back and asked for another [NUM] inch to be cut off . How much hair did she have cut off in all ?,How much hair did she have cut off in all ?,0.375 0.5,n0 + n1,0.875
532.0 people are watching a movie in a theater . The theater has 750.0 seats . How many seats are empty in the theater ?,[NUM] people are watching a movie in a theater . The theater has [NUM] seats . How many seats are empty in the theater ?,How many seats are empty in the theater ?,532.0 750.0,n1 - n0,218
Roden went to a pet shop . He bought 15.0 gold fish and 7.0 blue fish . How many fish did he buy ?,Roden went to a pet shop . He bought [NUM] gold fish and [NUM] blue fish . How many fish did he buy ?,How many fish did he buy ?,15.0 7.0,n0 + n1,22
A chocolate chip cookie recipe calls for 2.0 cups of chocolate chips . You want to make 23.0 recipes for a bake sale . How many cups of chocolate chips will be needed to make all the cookie recipes ?,A chocolate chip cookie recipe calls for [NUM] cups of chocolate chips . You want to make [NUM] recipes for a bake sale . How many cups of chocolate chips will be needed to make all the cookie recipes ?,How many cups of chocolate chips will be needed to make all the cookie recipes ?,2.0 23.0,n0 * n1,46
"Alyssa has 37.0 blue balloons , Sandy has 28.0 blue balloons , and Sally has 39.0 blue balloons . How many blue balloons do they have in all ?","Alyssa has [NUM] blue balloons , Sandy has [NUM] blue balloons , and Sally has [NUM] blue balloons . How many blue balloons do they have in all ?",How many blue balloons do they have in all ?,37.0 28.0 39.0,( n0 + n1 ) + n2,104
"At the schools book fair Sam bought 13.0 adventure books and 17.0 mystery books . If 15.0 of the books were used , how many new books did he buy ?","At the schools book fair Sam bought [NUM] adventure books and [NUM] mystery books . If [NUM] of the books were used , how many new books did he buy ?",how many new books did he buy ?,13.0 17.0 15.0,( n0 + n1 ) - n2,15
Fred has 40.0 baseball cards . Keith bought 22.0 of Fred 's baseball cards . How many baseball cards does Fred have now ?,Fred has [NUM] baseball cards . Keith bought [NUM] of Fred 's baseball cards . How many baseball cards does Fred have now ?,How many baseball cards does Fred have now ?,40.0 22.0,n0 - n1,18
There are 9.0 cards . 4.0 cards more are added . How many are there total ?,There are [NUM] cards . [NUM] cards more are added . How many are there total ?,How many are there total ?,9.0 4.0,n0 + n1,13
"April 's discount flowers was having a sale where each rose was 4.0 dollars . If April started with 13.0 roses and had 4.0 roses left , how much money did she earn ?","April 's discount flowers was having a sale where each rose was [NUM] dollars . If April started with [NUM] roses and had [NUM] roses left , how much money did she earn ?",how much money did she earn ?,4.0 13.0 4.0,n0 * ( n1 - n2 ),36
A garden has 52.0 rows and 15.0 columns of bean plans . How many plants are there in all ?,A garden has [NUM] rows and [NUM] columns of bean plans . How many plants are there in all ?,How many plants are there in all ?,52.0 15.0,n0 * n1,780
Lino picked up 292.0 shells at the seashore in the morning and 324.0 shells in the afternoon . How many shells did he pick up in all ?,Lino picked up [NUM] shells at the seashore in the morning and [NUM] shells in the afternoon . How many shells did he pick up in all ?,How many shells did he pick up in all ?,292.0 324.0,n0 + n1,616
14.0 birds were sitting in a tree . 21.0 more birds flew up to the tree . How many birds were there altogether in the tree ?,[NUM] birds were sitting in a tree . [NUM] more birds flew up to the tree . How many birds were there altogether in the tree ?,How many birds were there altogether in the tree ?,14.0 21.0,n0 + n1,35
Zach scored 42.0 points in the football game . Ben scored 21.0 points . How many more points did Zach score ?,Zach scored [NUM] points in the football game . Ben scored [NUM] points . How many more points did Zach score ?,How many more points did Zach score ?,42.0 21.0,n0 - n1,21
6.0 students were sitting at each table in the lunchroom . There are 34.0 tables . How many students were sitting in the lunchroom ?,[NUM] students were sitting at each table in the lunchroom . There are [NUM] tables . How many students were sitting in the lunchroom ?,How many students were sitting in the lunchroom ?,6.0 34.0,n0 * n1,204
"At Tom 's Restaurant a group with 2.0 adults and 5.0 children came in to eat . If each meal cost 8.0 dollars , how much was the bill ?","At Tom 's Restaurant a group with [NUM] adults and [NUM] children came in to eat . If each meal cost [NUM] dollars , how much was the bill ?",how much was the bill ?,2.0 5.0 8.0,n2 * ( n0 + n1 ),56
Megan had 93.0 files on her computer . She deleted 21.0 of them and put the rest into folders with 8.0 files in each one . How many folders did Megan end up with ?,Megan had [NUM] files on her computer . She deleted [NUM] of them and put the rest into folders with [NUM] files in each one . How many folders did Megan end up with ?,How many folders did Megan end up with ?,93.0 21.0 8.0,( n0 - n1 ) / n2,9
"Betty has 24.0 oranges stored in boxes . If there are 3.0 boxes , how many oranges must go in each box ?","Betty has [NUM] oranges stored in boxes . If there are [NUM] boxes , how many oranges must go in each box ?",how many oranges must go in each box ?,24.0 3.0,n0 / n1,8
Students went to a concert in 8.0 buses . Each bus took 45.0 students . How many students went to the concert ?,Students went to a concert in [NUM] buses . Each bus took [NUM] students . How many students went to the concert ?,How many students went to the concert ?,8.0 45.0,n0 * n1,360
Alyssa has 36.0 books . Nancy has 7.0 times more books than Alyssa . How many books does Nancy have ?,Alyssa has [NUM] books . Nancy has [NUM] times more books than Alyssa . How many books does Nancy have ?,How many books does Nancy have ?,36.0 7.0,n0 * n1,252
"Joe has 45.0 oranges that must be put away in boxes . Daniel comes to help and brings 16.0 cookies to share with Joe . If there are 9.0 boxes , how many oranges must go in each box ?","Joe has [NUM] oranges that must be put away in boxes . Daniel comes to help and brings [NUM] cookies to share with Joe . If there are [NUM] boxes , how many oranges must go in each box ?",how many oranges must go in each box ?,45.0 16.0 9.0,n0 / n2,5
Patricia starts with 76.0 candies . Albert takes 5.0 away . How many candies does Patricia end with ?,Patricia starts with [NUM] candies . Albert takes [NUM] away . How many candies does Patricia end with ?,How many candies does Patricia end with ?,76.0 5.0,n0 - n1,71
"Joyce has 8.0 eggs . Marie gives Joyce 6.0 more . Later , Joyce buys 13.0 erasers at the store . How many eggs does Joyce have in all ?","Joyce has [NUM] eggs . Marie gives Joyce [NUM] more . Later , Joyce buys [NUM] erasers at the store . How many eggs does Joyce have in all ?",How many eggs does Joyce have in all ?,8.0 6.0 13.0,n0 + n1,14
"Tammy drove 55.0 miles in one hour . At that rate , how far can she drive in 36.0 hours ?","Tammy drove [NUM] miles in one hour . At that rate , how far can she drive in [NUM] hours ?",how far can she drive in [NUM] hours ?,55.0 36.0,n0 * n1,1980
Emily collected eggs from the hen and put them into 303.0 baskets . She put 28.0 eggs into each basket . How many eggs did Emily collect ?,Emily collected eggs from the hen and put them into [NUM] baskets . She put [NUM] eggs into each basket . How many eggs did Emily collect ?,How many eggs did Emily collect ?,303.0 28.0,n0 * n1,8484
