Text,Problem,Question,Numbers,Equation,Answer
next on his checklist are the strawberry fields . there he found out that they can get 268 kg of fruit for every row of strawberry plants . if there are 7 rows of strawberry plants how many kilograms of strawberries can they harvest ?,next on his checklist are the strawberry fields . there he found out that they can get [NUM] kg of fruit for every row of strawberry plants . if there are [NUM] rows of strawberry plants how many kilograms of strawberries can they harvest ?,how many kilograms of strawberries can they harvest ?,268 7,n0 * n1,1876
he then went to see the oranges being harvested . he found out that they harvest 83 sacks per day . how many sacks of oranges will they have after 6 days of harvest ?,he then went to see the oranges being harvested . he found out that they harvest [NUM] sacks per day . how many sacks of oranges will they have after [NUM] days of harvest ?,how many sacks of oranges will they have after [NUM] days of harvest ?,83 6,n0 * n1,498
being his favorite he saved checking on the grapevines for his last stop . he was told by 1 the pickers that they fill 324 drums of grapes per day . how many drums of grapes would be filled in 9 days ?,being his favorite he saved checking on the grapevines for his last stop . he was told by [NUM] the pickers that they fill [NUM] drums of grapes per day . how many drums of grapes would be filled in [NUM] days ?,how many drums of grapes would be filled in [NUM] days ?,1 324 9,n1 * n2,2916
if lewis earns $ 1367.00 every week during the 5 weeks of harvest . how much money does he earn during harvest season ?,if lewis earns $ [NUM] every week during the [NUM] weeks of harvest . how much money does he earn during harvest season ?,how much money does he earn during harvest season ?,1367.00 5,n0 * n1,6835
tyler an animal rights advocate decided to build his own animal sanctuary to protect different animals from poachers . the sanctuary was divided into different regions . the first region to be built was a bird sanctuary . initially he had 29 endangered bird species on that region . if each species has 7 pairs of birds how many pairs does he have in total ?,tyler an animal rights advocate decided to build his own animal sanctuary to protect different animals from poachers . the sanctuary was divided into different regions . the first region to be built was a bird sanctuary . initially he had [NUM] endangered bird species on that region . if each species has [NUM] pairs of birds how many pairs does he have in total ?,how many pairs does he have in total ?,29 7,n0 * n1,203
another region was the aquatic reserve for freshwater organisms . if there are 6 bodies of water in the region each having 175 different fishes how many fishes does he have in total ?,another region was the aquatic reserve for freshwater organisms . if there are [NUM] bodies of water in the region each having [NUM] different fishes how many fishes does he have in total ?,how many fishes does he have in total ?,6 175,n0 * n1,1050
he also had 8 aquariums for saltwater animals . each aquarium has 64 animals in it . how many saltwater animals does tyler have ?,he also had [NUM] aquariums for saltwater animals . each aquarium has [NUM] animals in it . how many saltwater animals does tyler have ?,how many saltwater animals does tyler have ?,8 64,n0 * n1,512
the sanctuary also includes several swamp areas where most of the reptiles usually reside . if there are 4 swamps each having 356 different reptiles how many reptiles are living in the swamp areas ?,the sanctuary also includes several swamp areas where most of the reptiles usually reside . if there are [NUM] swamps each having [NUM] different reptiles how many reptiles are living in the swamp areas ?,how many reptiles are living in the swamp areas ?,4 356,n0 * n1,1424
there are 3 more sections that are undeveloped . each of the remaining sections has a land area of 2435 square feet . what is the total area of the undeveloped land ?,there are [NUM] more sections that are undeveloped . each of the remaining sections has a land area of [NUM] square feet . what is the total area of the undeveloped land ?,what is the total area of the undeveloped land ?,3 2435,n0 * n1,7305
it 's rachel 's birthday . her parents wanted her to have fun so they went to the circus that happened to be in town that day . upon arriving at the circus they went to the ticket booth and asked how much each ticket cost . if each ticket costs $ 44.00 and they bought 7 tickets how much money did they spend on tickets ?,it 's rachel 's birthday . her parents wanted her to have fun so they went to the circus that happened to be in town that day . upon arriving at the circus they went to the ticket booth and asked how much each ticket cost . if each ticket costs $ [NUM] and they bought [NUM] tickets how much money did they spend on tickets ?,how much money did they spend on tickets ?,44.00 7,n0 * n1,308
